OOST GRAFTDIJK,;NOORD-HOLLAND
STARNMEER,;NOORD-HOLLAND
MARKENBINNEN,;NOORD-HOLLAND
GRAVE,;NOORD-BRABANT
VELP NB,;NOORD-BRABANT
ESCHAREN,;NOORD-BRABANT
GASSEL,;NOORD-BRABANT
GROESBEEK,;GELDERLAND
HEILIG LANDSTICHTING,;GELDERLAND
BERG EN DAL,;GELDERLAND
GRONINGEN,;GRONINGEN
OLDEKERK,;GRONINGEN
NIEKERK GROOTEGAST,;GRONINGEN
GROOTEGAST,;GRONINGEN
SEBALDEBUREN,;GRONINGEN
DOEZUM,;GRONINGEN
KORNHORN,;GRONINGEN
OPENDE,;GRONINGEN
LUTJEGAST,;GRONINGEN
GULPEN,;LIMBURG
INGBER,;LIMBURG
REIJMERSTOK,;LIMBURG
HEIJENRATH,;LIMBURG
SLENAKEN,;LIMBURG
BEUTENAKEN,;LIMBURG
MECHELEN,;LIMBURG
EPEN,;LIMBURG
WITTEM,;LIMBURG
EYS,;LIMBURG
ELKENRADE,;LIMBURG
WIJLRE,;LIMBURG
HAAKSBERGEN,;OVERIJSSEL
BIEZENMORTEL,;NOORD-BRABANT
HAAREN,;NOORD-BRABANT
HELVOIRT,;NOORD-BRABANT
ESCH,;NOORD-BRABANT
HAARLEM,;NOORD-HOLLAND
SPAARNDAM WEST,;NOORD-HOLLAND
HALFWEG NH,;NOORD-HOLLAND
SPAARNDAM,;NOORD-HOLLAND
HAARLEMMERLIEDE,;NOORD-HOLLAND
SCHIPHOL,;NOORD-HOLLAND
LUCHTHAVEN SCHIPHOL,;NOORD-HOLLAND
SCHIPHOL-RIJK,;NOORD-HOLLAND
ZWANENBURG,;NOORD-HOLLAND
BADHOEVEDORP,;NOORD-HOLLAND
LIJNDEN,;NOORD-HOLLAND
RIJSENHOUT,;NOORD-HOLLAND
AALSMEERDERBRUG,;NOORD-HOLLAND
ROZENBURG NH,;NOORD-HOLLAND
OUDE MEER,;NOORD-HOLLAND
HOOFDDORP,;NOORD-HOLLAND
ZWAANSHOEK,;NOORD-HOLLAND
VIJFHUIZEN,;NOORD-HOLLAND
CRUQUIUS,;NOORD-HOLLAND
BOESINGHELIEDE,;NOORD-HOLLAND
BEINSDORP,;NOORD-HOLLAND
NIEUW VENNEP,;NOORD-HOLLAND
BURGERVEEN,;NOORD-HOLLAND
LEIMUIDERBRUG,;NOORD-HOLLAND
WETERINGBRUG,;NOORD-HOLLAND
ABBENES,;NOORD-HOLLAND
BUITENKAAG,;NOORD-HOLLAND
LISSERBROEK,;NOORD-HOLLAND
OUDENBOSCH,;NOORD-BRABANT
HOEVEN,;NOORD-BRABANT
BOSSCHENHOOFD,;NOORD-BRABANT
OUD GASTEL,;NOORD-BRABANT
STAMPERSGAT,;NOORD-BRABANT
BERGENTHEIM,;OVERIJSSEL
MARIENBERG,;OVERIJSSEL
SIBCULO,;OVERIJSSEL
KLOOSTERHAAR,;OVERIJSSEL
BRUCHTERVELD,;OVERIJSSEL
BRUCHT,;OVERIJSSEL
DEDEMSVAART,;OVERIJSSEL
BALKBRUG,;OVERIJSSEL
HARDENBERG,;OVERIJSSEL
LUTTEN,;OVERIJSSEL
SLAGHAREN,;OVERIJSSEL
SCHUINESLOOT,;OVERIJSSEL
LOOZEN,;OVERIJSSEL
HOLTHONE,;OVERIJSSEL
DE KRIM,;OVERIJSSEL
GRAMSBERGEN,;OVERIJSSEL
ANE,;OVERIJSSEL
ANEVELDE,;OVERIJSSEL
DEN VELDE,;OVERIJSSEL
HOLTHEME,;OVERIJSSEL
ANERVEEN,;OVERIJSSEL
RADEWIJK,;OVERIJSSEL
VENEBRUGGE,;OVERIJSSEL
HOOGENWEG,;OVERIJSSEL
RHEEZE,;OVERIJSSEL
DIFFELEN,;OVERIJSSEL
HEEMSERVEEN,;OVERIJSSEL
RHEEZERVEEN,;OVERIJSSEL
COLLENDOORN,;OVERIJSSEL
HARDERWIJK,;GELDERLAND
HIERDEN,;GELDERLAND
HARDINXVELD GIESSENDAM,;ZUID-HOLLAND
NOORDLAREN,;GRONINGEN
HAREN GN,;GRONINGEN
ONNEN,;GRONINGEN
GLIMMEN,;GRONINGEN
WAARLAND,;NOORD-HOLLAND
SINT MAARTEN,;NOORD-HOLLAND
DIRKSHORN,;NOORD-HOLLAND
TUITJENHORN,;NOORD-HOLLAND
WARMENHUIZEN,;NOORD-HOLLAND
WIJNALDUM,;FRIESLAND
HARLINGEN,;FRIESLAND
MIDLUM,;FRIESLAND
HATTEM,;GELDERLAND
HEEMSKERK,;NOORD-HOLLAND
HEEMSTEDE,;NOORD-HOLLAND
HEERDE,;GELDERLAND
WAPENVELD,;GELDERLAND
VORCHTEN,;GELDERLAND
VEESSEN,;GELDERLAND
JUBBEGA,;FRIESLAND
HOORNSTERZWAAG,;FRIESLAND
OUDEHORNE,;FRIESLAND
NIEUWEHORNE,;FRIESLAND
BONTEBOK,;FRIESLAND
HEERENVEEN,;FRIESLAND
TERBAND,;FRIESLAND
OUDESCHOOT,;FRIESLAND
NIEUWESCHOOT,;FRIESLAND
ORANJEWOUD,;FRIESLAND
MILDAM,;FRIESLAND
KATLIJK,;FRIESLAND
DE KNIPE,;FRIESLAND
GERSLOOT,;FRIESLAND
TJALLEBERD,;FRIESLAND
LUINJEBERD,;FRIESLAND
HEERHUGOWAARD,;NOORD-HOLLAND
HEERLEN,;LIMBURG
HOENSBROEK,;LIMBURG
HEEZE,;NOORD-BRABANT
LEENDE,;NOORD-BRABANT
STERKSEL,;NOORD-BRABANT
HEILOO,;NOORD-HOLLAND
PANNINGEN,;LIMBURG
KONINGSLUST,;LIMBURG
GRASHOEK,;LIMBURG
BERINGE,;LIMBURG
EGCHEL,;LIMBURG
HELDEN,;LIMBURG
NIJVERDAL,;OVERIJSSEL
HELLENDOORN,;OVERIJSSEL
HAARLE GEM HELLENDOORN,;OVERIJSSEL
DAARLERVEEN,;OVERIJSSEL
DAARLE,;OVERIJSSEL
HELLEVOETSLUIS,;ZUID-HOLLAND
HELMOND,;NOORD-BRABANT
HENDRIK IDO AMBACHT,;ZUID-HOLLAND
HENGELO OV,;OVERIJSSEL
MINNERTSGA,;FRIESLAND
WESTHOEK,;FRIESLAND
SINT ANNAPAROCHIE,;FRIESLAND
VROUWENPAROCHIE,;FRIESLAND
OUDE BILDTZIJL,;FRIESLAND
SINT JACOBIPAROCHIE,;FRIESLAND
MALDEN,;GELDERLAND
HEUMEN,;GELDERLAND
OVERASSELT,;GELDERLAND
NEDERASSELT,;GELDERLAND
DRUNEN,;NOORD-BRABANT
ELSHOUT,;NOORD-BRABANT
VLIJMEN,;NOORD-BRABANT
NIEUWKUIJK,;NOORD-BRABANT
HAARSTEEG,;NOORD-BRABANT
HEUSDEN GEM HEUSDEN,;NOORD-BRABANT
HILLEGOM,;ZUID-HOLLAND
HILVARENBEEK,;NOORD-BRABANT
BIEST HOUTAKKER,;NOORD-BRABANT
ESBEEK,;NOORD-BRABANT
DIESSEN,;NOORD-BRABANT
HAGHORST,;NOORD-BRABANT
HILVERSUM,;NOORD-HOLLAND
GOOR,;OVERIJSSEL
MARKELO,;OVERIJSSEL
DIEPENHEIM,;OVERIJSSEL
DELDEN,;OVERIJSSEL
AMBT DELDEN,;OVERIJSSEL
HENGEVELDE,;OVERIJSSEL
BENTELO,;OVERIJSSEL
HOOGEVEEN,;DRENTHE
NIEUWEROORD,;DRENTHE
HOLLANDSCHEVELD,;DRENTHE
NOORDSCHESCHUT,;DRENTHE
ALTEVEER GEM HOOGEVEEN,;DRENTHE
ELIM,;DRENTHE
NIEUWLANDE,;DRENTHE
FLUITENBERG,;DRENTHE
PESSE,;DRENTHE
STUIFZAND,;DRENTHE
TIENDEVEEN,;DRENTHE
HOOGEZAND,;GRONINGEN
KIEL-WINDEWEER,;GRONINGEN
KROPSWOLDE,;GRONINGEN
FOXHOL,;GRONINGEN
WESTERBROEK,;GRONINGEN
WATERHUIZEN,;GRONINGEN
SAPPEMEER,;GRONINGEN
HOORN,;NOORD-HOLLAND
ZWAAG,;NOORD-HOLLAND
BLOKKER,;NOORD-HOLLAND
GRIENDTSVEEN,;LIMBURG
BROEKHUIZENVORST,;LIMBURG
BROEKHUIZEN LB,;LIMBURG
HORST,;LIMBURG
MELDERSLO,;LIMBURG
HEGELSOM,;LIMBURG
METERIK,;LIMBURG
AMERICA,;LIMBURG
GRUBBENVORST,;LIMBURG
LOTTUM,;LIMBURG
HOUTEN,;UTRECHT
'T GOY,;UTRECHT
SCHALKWIJK,;UTRECHT
TULL EN 'T WAAL,;UTRECHT
HUIZEN,;NOORD-HOLLAND
HULST,;ZEELAND
SINT JANSTEEN,;ZEELAND
KAPELLEBRUG,;ZEELAND
HEIKANT,;ZEELAND
CLINGE,;ZEELAND
NIEUW NAMEN,;ZEELAND
GRAAUW,;ZEELAND
VOGELWAARDE,;ZEELAND
TERHOLE,;ZEELAND
KUITAART,;ZEELAND
HENGSTDIJK,;ZEELAND
LAMSWAARDE,;ZEELAND
KLOOSTERZANDE,;ZEELAND
WALSOORDEN,;ZEELAND
OSSENISSE,;ZEELAND
IJSSELSTEIN UT,;UTRECHT
HOOGMADE,;ZUID-HOLLAND
LEIMUIDEN,;ZUID-HOLLAND
RIJNSATERWOUDE,;ZUID-HOLLAND
WOUBRUGGE,;ZUID-HOLLAND
KAMPEN,;OVERIJSSEL
IJSSELMUIDEN,;OVERIJSSEL
WILSUM,;OVERIJSSEL
'S-HEERENBROEK,;OVERIJSSEL
ZALK,;OVERIJSSEL
GRAFHORST,;OVERIJSSEL
KAMPERVEEN,;OVERIJSSEL
MASTENBROEK,;OVERIJSSEL
KAPELLE,;ZEELAND
SCHORE,;ZEELAND
WEMELDINGE,;ZEELAND
KATWIJK ZH,;ZUID-HOLLAND
RIJNSBURG,;ZUID-HOLLAND
VALKENBURG ZH,;ZUID-HOLLAND
KERKRADE,;LIMBURG
EYGELSHOVEN,;LIMBURG
KESSEL LB,;LIMBURG
OUDENDIJK NH,;NOORD-HOLLAND
AVENHORN,;NOORD-HOLLAND
SCHARWOUDE,;NOORD-HOLLAND
SPIERDIJK,;NOORD-HOLLAND
URSEM,;NOORD-HOLLAND
BERKHOUT,;NOORD-HOLLAND
DE GOORN,;NOORD-HOLLAND
ZUIDERMEER,;NOORD-HOLLAND
HENSBROEK,;NOORD-HOLLAND
OBDAM,;NOORD-HOLLAND
KOLLUM,;FRIESLAND
AUGSBUURT,;FRIESLAND
KOLLUMERPOMP,;FRIESLAND
OUDWOUDE,;FRIESLAND
WESTERGEEST,;FRIESLAND
TRIEMEN,;FRIESLAND
VEENKLOOSTER,;FRIESLAND
KOLLUMERZWAAG,;FRIESLAND
ZWAGERBOSCH,;FRIESLAND
BURUM,;FRIESLAND
WARFSTERMOLEN,;FRIESLAND
MUNNEKEZIJL,;FRIESLAND
NIEUW BEIJERLAND,;ZUID-HOLLAND
PIERSHIL,;ZUID-HOLLAND
GOUDSWAARD,;ZUID-HOLLAND
ZUID-BEIJERLAND,;ZUID-HOLLAND
KRIMPEN AAN DEN IJSSEL,;ZUID-HOLLAND
AARLE RIXTEL,;NOORD-BRABANT
LIESHOUT,;NOORD-BRABANT
MARIAHOUT,;NOORD-BRABANT
BEEK EN DONK,;NOORD-BRABANT
SCHAIJK,;NOORD-BRABANT
REEK,;NOORD-BRABANT
ZEELAND,;NOORD-BRABANT
LANDGRAAF,;LIMBURG
LANDSMEER,;NOORD-HOLLAND
DEN ILP,;NOORD-HOLLAND
PURMERLAND,;NOORD-HOLLAND
BROEK OP LANGEDIJK,;NOORD-HOLLAND
ZUID-SCHARWOUDE,;NOORD-HOLLAND
NOORD-SCHARWOUDE,;NOORD-HOLLAND
OUDKARSPEL,;NOORD-HOLLAND
SINT PANCRAS,;NOORD-HOLLAND
BERKEL EN RODENRIJS,;ZUID-HOLLAND
BERGSCHENHOEK,;ZUID-HOLLAND
BLEISWIJK,;ZUID-HOLLAND
LAREN NH,;NOORD-HOLLAND
LEEK,;GRONINGEN
ZEVENHUIZEN GN,;GRONINGEN
MIDWOLDE,;GRONINGEN
TOLBERT,;GRONINGEN
BOERAKKER GEM LEEK,;GRONINGEN
ENUMATIL,;GRONINGEN
LETTELBERT,;GRONINGEN
OOSTWOLD GEM LEEK,;GRONINGEN
LEERDAM,;ZUID-HOLLAND
SCHOONREWOERD,;ZUID-HOLLAND
OOSTERWIJK,;ZUID-HOLLAND
KEDICHEM,;ZUID-HOLLAND
LEEUWARDEN,;FRIESLAND
LEKKUM,;FRIESLAND
MIEDUM,;FRIESLAND
SNAKKERBUREN,;FRIESLAND
GOUTUM,;FRIESLAND
TEERNS,;FRIESLAND
HEMPENS,;FRIESLAND
SWICHUM,;FRIESLAND
WIRDUM FR,;FRIESLAND
WYTGAARD,;FRIESLAND
STIENS,;FRIESLAND
FINKUM,;FRIESLAND
HIJUM,;FRIESLAND
BRITSUM,;FRIESLAND
CORNJUM,;FRIESLAND
JELSUM,;FRIESLAND
OUDE LEIJE,;FRIESLAND
LEIDEN,;ZUID-HOLLAND
LEIDERDORP,;ZUID-HOLLAND
LEIDSCHENDAM,;ZUID-HOLLAND
VOORBURG,;ZUID-HOLLAND
LELYSTAD,;FLEVOLAND
DELFSTRAHUIZEN,;FRIESLAND
LEMMER,;FRIESLAND
EESTERGA,;FRIESLAND
FOLLEGA,;FRIESLAND
OOSTERZEE,;FRIESLAND
ECHTEN FR,;FRIESLAND
BANTEGA,;FRIESLAND
ECHTENERBRUG,;FRIESLAND
ELL,;LIMBURG
HALER,;LIMBURG
HUNSEL,;LIMBURG
ITTERVOORT,;LIMBURG
NEERITTER,;LIMBURG
KELPEN-OLER,;LIMBURG
HAELEN,;LIMBURG
BUGGENUM,;LIMBURG
NUNHEM,;LIMBURG
HORN,;LIMBURG
NEER,;LIMBURG
ROGGEL,;LIMBURG
HEIBLOEM,;LIMBURG
HEYTHUYSEN,;LIMBURG
BAEXEM,;LIMBURG
GRATHEM,;LIMBURG
ACHTERVELD,;UTRECHT
LEUSDEN,;UTRECHT
STOUTENBURG,;UTRECHT
STREEFKERK,;ZUID-HOLLAND
GROOT AMMERS,;ZUID-HOLLAND
NIEUWPOORT,;ZUID-HOLLAND
LANGERAK ZH,;ZUID-HOLLAND
WAAL,;ZUID-HOLLAND
ASPEREN,;GELDERLAND
HEUKELUM,;GELDERLAND
HERWIJNEN,;GELDERLAND
SPIJK GEM LINGEWAAL,;GELDERLAND
VUREN,;GELDERLAND
BEMMEL,;GELDERLAND
RESSEN,;GELDERLAND
HAALDEREN,;GELDERLAND
DOORNENBURG,;GELDERLAND
ANGEREN,;GELDERLAND
GENDT,;GELDERLAND
HUISSEN,;GELDERLAND
LISSE,;ZUID-HOLLAND
DEN BOSCH,;NOORD-BRABANT
OIJEN,;NOORD-BRABANT
TEEFFELEN,;NOORD-BRABANT
LITHOIJEN,;NOORD-BRABANT
LITH,;NOORD-BRABANT
MAREN KESSEL,;NOORD-BRABANT
BOAZUM,;FRIESLAND
BRITSWERT,;FRIESLAND
WIUWERT,;FRIESLAND
RIEN,;FRIESLAND
LYTSEWIERRUM,;FRIESLAND
WOMMELS,;FRIESLAND
KUBAARD,;FRIESLAND
IENS,;FRIESLAND
EASTEREIN,;FRIESLAND
ITENS,;FRIESLAND
REAHUS,;FRIESLAND
HIDAARD,;FRIESLAND
WINSUM FR,;FRIESLAND
HUNS,;FRIESLAND
LEONS,;FRIESLAND
BAARD,;FRIESLAND
EASTERLITTENS,;FRIESLAND
BAAIUM,;FRIESLAND
WJELSRYP,;FRIESLAND
SPANNUM,;FRIESLAND
HINNAARD,;FRIESLAND
WAAKSENS GEM LITT,;FRIESLAND
EASTERWIERRUM,;FRIESLAND
MANTGUM,;FRIESLAND
JORWERT,;FRIESLAND
WEIDUM,;FRIESLAND
BEARS FR,;FRIESLAND
JELLUM,;FRIESLAND
HILAARD,;FRIESLAND
EEFDE,;GELDERLAND
GORSSEL,;GELDERLAND
EPSE,;GELDERLAND
JOPPE,;GELDERLAND
KRING VAN DORTH,;GELDERLAND
HARFSEN,;GELDERLAND
ALMEN,;GELDERLAND
LOCHEM,;GELDERLAND
BARCHEM,;GELDERLAND
LAREN GLD,;GELDERLAND
NIGTEVECHT,;UTRECHT
NIEUWERSLUIS,;UTRECHT
LOENEN AAN DE VECHT,;UTRECHT
VREELAND,;UTRECHT
LOENERSLOOT,;UTRECHT
KAATSHEUVEL,;NOORD-BRABANT
LOON OP ZAND,;NOORD-BRABANT
DE MOER,;NOORD-BRABANT
BENSCHOP,;UTRECHT
LOPIK,;UTRECHT
LOPIKERKAPEL,;UTRECHT
JAARSVELD,;UTRECHT
POLSBROEK,;UTRECHT
OOSTERWIJTWERD,;GRONINGEN
LEERMENS,;GRONINGEN
EENUM,;GRONINGEN
ZEERIJP,;GRONINGEN
'T ZANDT GN,;GRONINGEN
WIRDUM GN,;GRONINGEN
GARRELSWEER,;GRONINGEN
LOPPERSUM,;GRONINGEN
STEDUM,;GRONINGEN
WESTEREMDEN,;GRONINGEN
GARSTHUIZEN,;GRONINGEN
STARTENHUIZEN LOPP,;GRONINGEN
ZIJLDIJK,;GRONINGEN
MIDDELSTUM,;GRONINGEN
HUIZINGE,;GRONINGEN
WESTERWIJTWERD,;GRONINGEN
TOORNWERD,;GRONINGEN
LOSSER,;OVERIJSSEL
GLANE,;OVERIJSSEL
OVERDINKEL,;OVERIJSSEL
DE LUTTE,;OVERIJSSEL
BEUNINGEN OV,;OVERIJSSEL
MAARSSEN,;UTRECHT
OUD ZUILEN,;UTRECHT
TIENHOVEN UT,;UTRECHT
BAARLO LB,;LIMBURG
MAASBREE,;LIMBURG
VINKEL,;NOORD-BRABANT
GEFFEN,;NOORD-BRABANT
NULAND,;NOORD-BRABANT
HEDEL,;GELDERLAND
AMMERZODEN,;GELDERLAND
WELL GLD,;GELDERLAND
HURWENEN,;GELDERLAND
ROSSUM GLD,;GELDERLAND
KERKDRIEL,;GELDERLAND
HOENZADRIEL,;GELDERLAND
VELDDRIEL,;GELDERLAND
ALEM,;GELDERLAND
HEEREWAARDEN,;GELDERLAND
THORN,;LIMBURG
WESSEM,;LIMBURG
MAASBRACHT,;LIMBURG
LINNE,;LIMBURG
HEEL,;LIMBURG
BEEGDEN,;LIMBURG
STEVENSWEERT,;LIMBURG
OHE EN LAAK,;LIMBURG
MAASSLUIS,;ZUID-HOLLAND
MAASTRICHT,;LIMBURG
ECKELRADE,;LIMBURG
NOORBEEK,;LIMBURG
MHEER,;LIMBURG
BANHOLT,;LIMBURG
SINT GEERTRUID,;LIMBURG
CADIER EN KEER,;LIMBURG
BEMELEN,;LIMBURG
MARGRATEN,;LIMBURG
SCHEULDER,;LIMBURG
BOERAKKER,;GRONINGEN
MARUM,;GRONINGEN
NUIS,;GRONINGEN
NIEBERT,;GRONINGEN
JONKERSVAART,;GRONINGEN
DE WILP GN,;GRONINGEN
NOORDWIJK GN,;GRONINGEN
LUCASWOLDE,;GRONINGEN
BENNINGBROEK,;NOORD-HOLLAND
SIJBEKARSPEL,;NOORD-HOLLAND
ABBEKERK,;NOORD-HOLLAND
LAMBERTSCHAAG,;NOORD-HOLLAND
MEDEMBLIK,;NOORD-HOLLAND
OPPERDOES,;NOORD-HOLLAND
TWISK,;NOORD-HOLLAND
OOSTWOUD,;NOORD-HOLLAND
MIDWOUD,;NOORD-HOLLAND
ZWAAGDIJK,;NOORD-HOLLAND
WOGNUM,;NOORD-HOLLAND
NIBBIXWOUD,;NOORD-HOLLAND
HAUWERT,;NOORD-HOLLAND
WANSSUM,;LIMBURG
GEIJSTEREN,;LIMBURG
BLITTERSWIJCK,;LIMBURG
MEERLO,;LIMBURG
TIENRAY,;LIMBURG
SWOLGEN,;LIMBURG
MEERSSEN,;LIMBURG
ULESTRATEN,;LIMBURG
MOORVELD,;LIMBURG
BUNDE,;LIMBURG
GEULLE,;LIMBURG
MEIJEL,;LIMBURG
SCHINGEN,;FRIESLAND
BOKSUM,;FRIESLAND
BLESSUM,;FRIESLAND
DEINUM,;FRIESLAND
MARSSUM,;FRIESLAND
DRONRIJP,;FRIESLAND
MENALDUM,;FRIESLAND
SLAPPETERP,;FRIESLAND
ENGELUM,;FRIESLAND
BERLIKUM FR,;FRIESLAND
WIER,;FRIESLAND
BEETGUM,;FRIESLAND
BEETGUMERMOLEN,;FRIESLAND
BORGERCOMPAGNIE,;GRONINGEN
TRIPSCOMPAGNIE,;GRONINGEN
NOORDBROEK,;GRONINGEN
ZUIDBROEK,;GRONINGEN
MUNTENDAM,;GRONINGEN
MEEDEN,;GRONINGEN
MEPPEL,;DRENTHE
NIJEVEEN,;DRENTHE
ROGAT,;DRENTHE
BROEKHUIZEN DR,;DRENTHE
DE SCHIPHORST,;DRENTHE
MIDDELBURG,;ZEELAND
NIEUW- EN SINT JOOSLAND,;ZEELAND
ARNEMUIDEN,;ZEELAND
MIDDELHARNIS,;ZUID-HOLLAND
STAD AAN 'T HARINGVLIET,;ZUID-HOLLAND
NIEUWE TONGE,;ZUID-HOLLAND
SOMMELSDIJK,;ZUID-HOLLAND
DEN HOORN ZH,;ZUID-HOLLAND
SCHIPLUIDEN,;ZUID-HOLLAND
MAASLAND,;ZUID-HOLLAND
NIEUW BALINGE,;DRENTHE
BEILEN,;DRENTHE
HOOGHALEN,;DRENTHE
HIJKEN,;DRENTHE
ORANJE,;DRENTHE
SPIER,;DRENTHE
WIJSTER,;DRENTHE
DRIJBER,;DRENTHE
BOVENSMILDE,;DRENTHE
SMILDE,;DRENTHE
HOOGERSMILDE,;DRENTHE
WESTERBORK,;DRENTHE
ZUIDVELD,;DRENTHE
ZWIGGELTE,;DRENTHE
EURSINGE,;DRENTHE
BRUNTINGE,;DRENTHE
MANTINGE,;DRENTHE
BALINGE,;DRENTHE
GARMINGE,;DRENTHE
WITTEVEEN,;DRENTHE
ORVELTE,;DRENTHE
ELP,;DRENTHE
MILL,;NOORD-BRABANT
LANGENBOOM,;NOORD-BRABANT
SINT HUBERT,;NOORD-BRABANT
WILBERTOORD,;NOORD-BRABANT
MILLINGEN AAN DE RIJN,;GELDERLAND
STANDDAARBUITEN,;NOORD-BRABANT
NOORDHOEK,;NOORD-BRABANT
ZEVENBERGEN,;NOORD-BRABANT
ZEVENBERGSCHEN HOEK,;NOORD-BRABANT
LANGEWEG,;NOORD-BRABANT
MOERDIJK,;NOORD-BRABANT
KLUNDERT,;NOORD-BRABANT
FIJNAART,;NOORD-BRABANT
HEIJNINGEN,;NOORD-BRABANT
OUDEMOLEN NB,;NOORD-BRABANT
WILLEMSTAD NB,;NOORD-BRABANT
DIDAM,;GELDERLAND
KILDER,;GELDERLAND
LOERBEEK,;GELDERLAND
BEEK GEM MONTFERLAND,;GELDERLAND
ZEDDAM,;GELDERLAND
STOKKUM,;GELDERLAND
'S-HEERENBERG,;GELDERLAND
LENGEL,;GELDERLAND
AZEWIJN,;GELDERLAND
VETHUIZEN,;GELDERLAND
BRAAMT,;GELDERLAND
WIJNBERGEN,;GELDERLAND
MONTFOORT,;UTRECHT
LINSCHOTEN,;UTRECHT
MOLENHOEK LB,;LIMBURG
MOOK,;LIMBURG
PLASMOLEN,;LIMBURG
MIDDELAAR,;LIMBURG
MOORDRECHT,;ZUID-HOLLAND
MUIDEN,;NOORD-HOLLAND
MUIDERBERG,;NOORD-HOLLAND
NAARDEN,;NOORD-HOLLAND
KESTEREN,;GELDERLAND
OPHEUSDEN,;GELDERLAND
OCHTEN,;GELDERLAND
IJZENDOORN,;GELDERLAND
ECHTELD,;GELDERLAND
DODEWAARD,;GELDERLAND
KRIMPEN AAN DE LEK,;ZUID-HOLLAND
LEKKERKERK,;ZUID-HOLLAND
NEDERWEERT,;LIMBURG
NEDERWEERT EIND,;LIMBURG
OSPEL,;LIMBURG
LEVEROY,;LIMBURG
OPHEMERT,;GELDERLAND
HEESSELT,;GELDERLAND
VARIK,;GELDERLAND
HELLOUW,;GELDERLAND
HAAFTEN,;GELDERLAND
TUIL,;GELDERLAND
WAARDENBURG,;GELDERLAND
NEERIJNEN,;GELDERLAND
OPIJNEN,;GELDERLAND
EST,;GELDERLAND
WINKEL,;NOORD-HOLLAND
LUTJEWINKEL,;NOORD-HOLLAND
NIEUWE NIEDORP,;NOORD-HOLLAND
OUDE NIEDORP,;NOORD-HOLLAND
'T VELD,;NOORD-HOLLAND
ZIJDEWIND,;NOORD-HOLLAND
KOLHORN,;NOORD-HOLLAND
BARSINGERHORN,;NOORD-HOLLAND
HARINGHUIZEN,;NOORD-HOLLAND
NIEUW LEKKERLAND,;ZUID-HOLLAND
KINDERDIJK,;ZUID-HOLLAND
NIEUWEGEIN,;UTRECHT
NIEUWERKERK AD IJSSEL,;ZUID-HOLLAND
VROUWENAKKER,;ZUID-HOLLAND
NIEUWKOOP,;ZUID-HOLLAND
NOORDEN,;ZUID-HOLLAND
ZEVENHOVEN,;ZUID-HOLLAND
NIEUWVEEN,;ZUID-HOLLAND
TER AAR,;ZUID-HOLLAND
WOERDENSE VERLAAT,;ZUID-HOLLAND
NIJKERK GLD,;GELDERLAND
NIJKERKERVEEN,;GELDERLAND
HOEVELAKEN,;GELDERLAND
NIJMEGEN,;GELDERLAND
LENT,;GELDERLAND
OOSTERHOUT GEM NIJMEGEN,;GELDERLAND
RESSEN GEM NIJMEGEN,;GELDERLAND
KORTGENE,;ZEELAND
KATS,;ZEELAND
COLIJNSPLAAT,;ZEELAND
WISSENKERKE,;ZEELAND
KAMPERLAND,;ZEELAND
GEERSDIJK,;ZEELAND
RODEN,;DRENTHE
LIEVEREN,;DRENTHE
RODERESCH,;DRENTHE
ALTEVEER GEM NOORDENVELD,;DRENTHE
STEENBERGEN DR,;DRENTHE
NIEUW RODEN,;DRENTHE
NIETAP,;DRENTHE
LEUTINGEWOLDE,;DRENTHE
FOXWOLDE,;DRENTHE
RODERWOLDE,;DRENTHE
PEIZE,;DRENTHE
NORG,;DRENTHE
LANGELO DR,;DRENTHE
PEEST,;DRENTHE
ZUIDVELDE,;DRENTHE
HUIS TER HEIDE DR,;DRENTHE
WESTERVELDE,;DRENTHE
VEENHUIZEN,;DRENTHE
EEN,;DRENTHE
EEN WEST,;DRENTHE
MATSLOOT,;DRENTHE
EMMELOORD,;FLEVOLAND
ENS,;FLEVOLAND
NAGELE,;FLEVOLAND
TOLLEBEEK,;FLEVOLAND
ESPEL,;FLEVOLAND
CREIL,;FLEVOLAND
RUTTEN,;FLEVOLAND
BANT,;FLEVOLAND
LUTTELGEEST,;FLEVOLAND
MARKNESSE,;FLEVOLAND
KRAGGENBURG,;FLEVOLAND
NOORDWIJK ZH,;ZUID-HOLLAND
DE ZILK,;ZUID-HOLLAND
NOORDWIJKERHOUT,;ZUID-HOLLAND
NUENEN,;NOORD-BRABANT
NUNSPEET,;GELDERLAND
ELSPEET,;GELDERLAND
VIERHOUTEN,;GELDERLAND
HULSHORST,;GELDERLAND
SCHIMMERT,;LIMBURG
HULSBERG,;LIMBURG
NUTH,;LIMBURG
WIJNANDSRADE,;LIMBURG
HEMELUM,;FRIESLAND
WORKUM,;FRIESLAND
HINDELOOPEN,;FRIESLAND
STAVOREN,;FRIESLAND
WARNS,;FRIESLAND
MOLKWERUM,;FRIESLAND
KOUDUM,;FRIESLAND
IT HEIDENSKIP,;FRIESLAND
NIJHUIZUM,;FRIESLAND
OEGSTGEEST,;ZUID-HOLLAND
OOST WEST EN MIDDELBEERS,;NOORD-BRABANT
OIRSCHOT,;NOORD-BRABANT
HEUKELOM NB,;NOORD-BRABANT
OISTERWIJK,;NOORD-BRABANT
MOERGESTEL,;NOORD-BRABANT
NOORDEINDE GLD,;GELDERLAND
WEZEP,;GELDERLAND
HATTEMERBROEK,;GELDERLAND
